survey,ZTFS-g,ZTFS-r,ZTFS-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFS,17.7371,16.8781,16.5144,17.71820068359375,16.88789939880371,16.516799926757812,16.34779930114746,250.9129742427682,23.420314364567478
ZTFS,16.4146,16.1221,16.0116,16.44300079345703,16.088699340820312,15.96560001373291,15.944999694824219,257.66510860813924,71.77160886188399
ZTFS,15.4356,15.1487,15.0549,15.461400032043457,15.121000289916992,15.003999710083008,15.00790023803711,260.91109145213767,79.50977702030053
ZTFS,16.7436,16.1765,15.9591,16.75979995727539,16.16390037536621,15.932299613952637,15.847999572753906,238.0969898578383,28.30186183270964
ZTFS,18.8655,17.5816,16.8089,18.811199188232422,17.62350082397461,16.869199752807617,16.545900344848633,239.15812731905024,52.62181687335869
ZTFS,16.3656,16.0418,15.9232,16.3789005279541,16.00779914855957,15.877699851989746,15.84689998626709,230.77887442628457,66.74306537942418
ZTFS,16.9979,16.3975,16.1886,16.987199783325195,16.38089942932129,16.190900802612305,16.13010025024414,245.41000576,55.34334287
ZTFS,18.368,17.0284,16.1221,18.346099853515625,17.12540054321289,16.23270034790039,15.828700065612793,252.62311725748992,72.79339686986343
ZTFS,16.2702,15.7061,15.5063,16.263399124145508,15.692700386047363,15.472700119018555,15.402899742126465,251.77619198881075,71.82718599129748
ZTFS,18.0725,17.4945,17.2474,18.079599380493164,17.478500366210938,17.23240089416504,17.130800247192383,234.47605360557804,45.68807893050232
ZTFS,16.2599,15.8665,15.7358,16.28700065612793,15.839200019836426,15.687299728393555,15.650799751281738,222.24393696828693,38.26571941505354
ZTFS,17.4695,16.7745,16.5041,17.484899520874023,16.77549934387207,16.489700317382812,16.385000228881836,232.94808780543542,58.70656751178935
ZTFS,17.0315,15.8332,15.1615,17.013999938964844,15.873100280761719,15.218700408935547,14.909500122070312,230.30496432073207,15.947102611336659
ZTFS,18.7229,17.5478,16.9789,18.661699295043945,17.5580997467041,17.020099639892578,16.762100219726562,234.2379323503941,38.87326356419264
ZTFS,17.8337,17.4038,17.2663,17.84149932861328,17.384199142456055,17.208099365234375,17.1481990814209,214.2330082062337,64.41933378985455
ZTFS,16.5106,16.2463,16.1331,16.547399520874023,16.215900421142578,16.09589958190918,16.070999145507812,243.00778302457934,71.74020427772872
ZTFS,18.9101,17.7662,17.2228,18.851299285888672,17.758100509643555,17.2460994720459,17.014999389648438,257.7839172541463,48.176151364312595
ZTFS,17.5945,16.8815,16.6342,17.59709930419922,16.872699737548828,16.60650062561035,16.510400772094727,237.74893736296102,50.59637982638495
ZTFS,17.63,17.0951,16.8959,17.638500213623047,17.086000442504883,16.85919952392578,16.77669906616211,245.92397637958575,29.73985486448009
ZTFS,18.1552,17.0375,16.5904,18.112199783325195,17.049100875854492,16.590099334716797,16.385799407958984,237.97307011070555,24.603478478815457
ZTFS,17.1317,16.4962,16.2551,17.13290023803711,16.474599838256836,16.232099533081055,16.136699676513672,230.82395691197345,43.11155257938849
ZTFS,15.9633,15.6718,15.5799,15.999199867248535,15.64780044555664,15.534099578857422,15.504500389099121,230.6028360212318,66.2537667862527
ZTFS,17.8406,16.8028,16.3325,17.800199508666992,16.813499450683594,16.412099838256836,16.227699279785156,263.6759805987612,26.421315315190103
ZTFS,17.5972,16.9206,16.6549,17.597900390625,16.91320037841797,16.649799346923828,16.51449966430664,254.47597542890597,19.99063472905697
ZTFS,18.9918,17.6818,16.8578,18.953899383544922,17.73080062866211,16.943300247192383,16.57040023803711,215.3427559586112,73.43229431327633
ZTFS,18.316,17.4458,17.1209,18.300899505615234,17.467199325561523,17.165700912475586,17.02239990234375,264.3770778485704,22.079310495232424
ZTFS,16.4177,16.0304,15.8912,16.446800231933594,16.021799087524414,15.870499610900879,15.827500343322754,253.29994740955564,43.251322571115104
ZTFS,15.8417,15.5327,15.4239,15.865900039672852,15.511899948120117,15.379799842834473,15.371600151062012,248.60998294259946,44.98930205918518
ZTFS,16.9942,16.3586,16.1286,17.001300811767578,16.34819984436035,16.12179946899414,16.036100387573242,252.96607015712388,43.705071871118406
ZTFS,17.0472,16.7661,16.6509,17.064899444580078,16.736900329589844,16.61389923095703,16.587799072265625,249.63095804254107,37.06497867100736
ZTFS,16.1466,15.7681,15.6471,16.173799514770508,15.741700172424316,15.602299690246582,15.571100234985352,230.5660644748144,42.71513419379707
ZTFS,17.9559,16.7284,16.0009,17.925100326538086,16.770200729370117,16.0718994140625,15.753499984741211,251.56001609004116,65.58987525035896
ZTFS,16.1001,15.7776,15.6779,16.124300003051758,15.75,15.636500358581543,15.61620044708252,240.47287915401304,59.70599692995801
ZTFS,16.8745,16.425,16.248,16.890199661254883,16.405899047851562,16.21940040588379,16.151100158691406,247.63494663399055,52.57134815093244
ZTFS,17.9988,17.3428,17.1429,17.947900772094727,17.334199905395508,17.084800720214844,16.97330093383789,233.86400273531683,17.408359570656852
ZTFS,16.8415,16.2417,16.0108,16.839000701904297,16.231199264526367,15.986900329589844,15.894200325012207,251.08796725254888,23.15961438852582
ZTFS,17.0412,16.6015,16.4506,17.056100845336914,16.5841007232666,16.398700714111328,16.353500366210938,247.4811171483225,48.10739966968876
ZTFS,17.5298,16.998,16.7475,17.54050064086914,16.997600555419922,16.73080062866211,16.622100830078125,258.0976098612871,79.42048959839843
ZTFS,18.3667,17.4658,17.1108,18.438400268554688,17.501100540161133,17.1112003326416,16.936599731445312,215.17900060602383,51.17572274402675
ZTFS,17.9199,17.057000000000002,16.7297,17.896900177001953,17.052600860595703,16.72100067138672,16.576499938964844,261.9889579955434,57.26134548175029
ZTFS,18.7164,17.7401,17.3526,18.667200088500977,17.747400283813477,17.34149932861328,17.162700653076172,247.7008539023392,59.32131787657595
ZTFS,17.4141,16.6124,16.2909,17.38789939880371,16.614999771118164,16.30030059814453,16.15679931640625,253.50401231,56.01514411
ZTFS,15.55,15.2866,15.1826,15.57919979095459,15.258299827575684,15.132499694824219,15.128199577331543,231.71899627772038,22.52389831685785
ZTFS,17.2294,16.9486,16.8684,17.248699188232422,16.922100067138672,16.836299896240234,16.81209945678711,249.93098962022714,43.85443835248072
ZTFS,16.4733,16.0685,15.8968,16.48419952392578,16.03820037841797,15.866000175476074,15.813599586486816,236.35794913425664,28.571557524708016
ZTFS,15.1766,14.7574,14.6147,15.199199676513672,14.739999771118164,14.586600303649902,14.556699752807617,253.1739292228575,64.09927048289175
ZTFS,17.4984,16.5315,16.1664,17.47319984436035,16.542699813842773,16.171600341796875,16.01689910888672,263.5069935754119,16.73701939038491
ZTFS,17.6517,17.0892,16.8909,17.668899536132812,17.0669002532959,16.864900588989258,16.78860092163086,238.27096183312264,59.92165444730092
ZTFS,18.0253,17.1208,16.7837,17.989200592041016,17.116600036621094,16.777999877929688,16.636199951171875,252.46997210484076,59.58842901248461
ZTFS,17.2799,16.7716,16.5886,17.281400680541992,16.757600784301758,16.56369972229004,16.508499145507812,259.5679801950378,22.211766961282123
ZTFS,16.1737,15.6862,15.5176,16.195600509643555,15.671500205993652,15.491299629211426,15.432100296020508,237.54506757393858,29.200253795308413
ZTFS,18.826,17.6773,16.9994,18.756099700927734,17.671899795532227,17.066099166870117,16.78849983215332,252.72405019115035,25.73516375380372
ZTFS,15.44,14.9841,14.8514,15.455100059509277,14.971400260925293,14.813199996948242,14.764300346374512,239.1979439512992,20.94926576929252
ZTFS,18.1981,17.1031,16.6131,18.160900115966797,17.129100799560547,16.636499404907227,16.41550064086914,254.16687617440022,66.21547631089962
ZTFS,17.0867,16.7963,16.7036,17.119300842285156,16.767200469970703,16.653600692749023,16.63610076904297,228.90891540601044,44.096220593793404
ZTFS,16.8443,16.5271,16.4033,16.873199462890625,16.510099411010742,16.36669921875,16.34480094909668,248.50195811197415,28.797774807897355
ZTFS,16.9302,16.2816,16.0386,16.936399459838867,16.277099609375,16.02199935913086,15.923399925231934,253.55861579654695,78.90941398624956
ZTFS,16.9732,16.4363,16.2621,16.97480010986328,16.414199829101562,16.23310089111328,16.175500869750977,223.14710224583013,78.60637903459742
ZTFS,18.7215,17.3734,16.2939,18.64080047607422,17.428300857543945,16.404399871826172,15.956199645996094,263.59103803403315,58.17187601300165
ZTFS,16.6543,16.1141,15.9295,16.666400909423828,16.10650062561035,15.906399726867676,15.835700035095215,254.66705282437468,25.63744568287769
ZTFS,18.4393,17.4379,17.0571,18.430400848388672,17.448699951171875,17.047300338745117,16.884000778198242,214.30692545111822,30.083980624924838
ZTFS,16.3426,15.9797,15.8669,16.35580062866211,15.949899673461914,15.82409954071045,15.797699928283691,213.92415631086038,78.45833258308787
ZTFS,17.4047,16.2734,15.7597,17.362199783325195,16.297800064086914,15.794099807739258,15.557700157165527,249.52406159892985,56.977346103309095
ZTFS,17.2109,16.6674,16.4406,17.256999969482422,16.65410041809082,16.435300827026367,16.36669921875,248.76212441770068,55.33636821820988
ZTFS,18.0457,17.4778,17.2503,18.041000366210938,17.46809959411621,17.23069953918457,17.13719940185547,263.71103021378616,51.13446885956688
ZTFS,15.3185,14.9447,14.800999999999998,15.341300010681152,14.924300193786621,14.76609992980957,14.723299980163574,229.85491655295797,52.26253758640456
ZTFS,18.0434,16.7101,15.8325,18.023099899291992,16.76129913330078,15.9173002243042,15.539799690246582,230.18692310957888,51.903583620460374
ZTFS,17.6877,17.2087,16.9695,17.71649932861328,17.212400436401367,16.99139976501465,16.893800735473633,234.88104939716956,29.440496688080582
ZTFS,16.3808,15.8081,15.6281,16.3887996673584,15.799099922180176,15.593700408935547,15.530500411987305,232.25794593484676,30.9956143690833
