survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 5 5.0754 5.4336 5.7299 5.07 5.4374 5.7305
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 5 3.8218 2.9111 2.6494 3.8503 2.9066 2.649
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 5 8.3814 8.1843 8.218 8.389 8.1844 8.2181
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 5 8.1106 8.0531 8.1283 8.1155 8.0539 8.1285
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 5 5.1562 4.3579 4.1305 5.1808 4.354 4.1301
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 5 5.6916 5.9034 6.1555 5.6898 5.9067 6.156
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 5 9.2457 8.8736 8.7534 9.2559 8.8715 8.7533
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 5 8.9458 8.5674 8.4657 8.9579 8.5656 8.4656
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 5 7.653 7.4424 7.4197 7.6608 7.4417 7.4197
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 5 3.3563 3.6034 3.8281 3.3529 3.6062 3.8286
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 5 6.4407 5.5001 5.2046 6.4689 5.4953 5.2041
