survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 20 5.5182 5.0897 5.405 5.6843 5.1592 5.3357 5.2307 5.2267 5.2317 5.3838 5.375
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 20 6.4267 3.8921 2.9591 2.6745 4.4003 3.4711 3.3661 3.3621 3.3671 1.7402 1.712
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 20 9.4287 8.4239 8.1919 8.2048 8.6491 8.3858 8.2808 8.2768 8.2818 7.6907 7.6797
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 20 9.2156 8.1495 8.053 8.11 8.3468 8.1724 8.0674 8.0634 8.0684 7.6019 7.5895
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 20 7.5075 5.2218 4.4008 4.154 5.6653 4.8772 4.7722 4.7682 4.7732 3.2823 3.257
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 20 6.7914 5.7181 5.8818 6.1159 5.8446 5.873 5.768 5.764 5.769 5.709 5.7026
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 20 10.6217 9.2861 8.899 8.7653 9.5398 9.1858 9.0808 9.0768 9.0818 8.0096 7.99
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 20 10.0706 8.9926 8.591 8.4703 9.2693 8.8734 8.7684 8.7644 8.7694 7.7936 7.7747
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 20 8.6768 7.694 7.4548 7.4149 7.92 7.6535 7.5485 7.5445 7.5495 6.7772 6.7581
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 20 4.0054 3.3725 3.5832 3.7993 3.4601 3.5716 3.4666 3.4626 3.4676 3.3578 3.3478
