survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 25 5.0794 5.4383 5.7333 5.0738 5.4421 5.7338
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 25 3.7994 2.9058 2.6466 3.8273 2.9014 2.6462
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 25 8.3758 8.1842 8.2189 8.3831 8.1843 8.219
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 25 8.1067 8.054 8.1295 8.1115 8.0548 8.1297
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 25 5.1371 4.3531 4.1281 5.161 4.3492 4.1278
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 25 5.6926 5.9072 6.1583 5.6907 5.9105 6.1588
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 25 9.2382 8.8712 8.7522 9.2483 8.8692 8.752
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 25 8.9373 8.5652 8.4651 8.9493 8.5634 8.465
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 25 7.6472 7.4416 7.4198 7.6548 7.441 7.4199
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 25 3.3589 3.6069 3.8301 3.3554 3.6097 3.8305
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 25 6.4181 5.4943 5.2013 6.4455 5.4896 5.2008
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 25 9.1543 8.618 8.4353 9.1707 8.615 8.435
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 25 8.5499 6.1118 3.5303 8.5832 6.0837 3.5269
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 25 5.3574 4.193 3.7666 5.3889 4.1863 3.766
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 25 6.731 5.9929 5.7634 6.7542 5.9891 5.763
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 25 8.2762 7.682 7.4594 8.2936 7.6783 7.459
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 25 3.5555 3.9795 4.3236 3.5484 3.9839 4.3243
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 25 6.6417 5.6716 5.3672 6.6699 5.6667 5.3667
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 25 5.7422 5.3477 5.287 5.7559 5.3462 5.287
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 25 5.3444 5.3518 5.4717 5.347 5.3531 5.472
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 25 8.8211 8.1513 7.92 8.8404 8.1475 7.9196
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 25 5.5902 5.8599 6.0953 5.586 5.863 6.0957
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 25 12.3072 12.0205 11.9801 12.3156 12.0194 11.9801
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 25 5.321 5.032 4.9966 5.331 5.0309 4.9966
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 25 5.5564 5.8985 6.2046 5.5511 5.9021 6.2052
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 25 6.7026 6.8468 7.0148 6.7014 6.849 7.0152
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 25 6.3473 5.1142 4.6759 6.3813 5.1074 4.6752
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 25 4.1893 4.3497 4.5475 4.1872 4.352 4.5479
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 25 4.4481 4.1259 4.0543 4.4595 4.1245 4.0543
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 25 3.7327 4.0492 4.3291 3.7279 4.0528 4.3297
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 25 10.5336 10.2356 10.1451 10.5424 10.2339 10.1451
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 25 10.3553 10.0541 10.0028 10.3647 10.0528 10.0028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 25 7.5155 6.9196 6.7707 7.5333 6.9168 6.7705
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 25 6.3694 5.4151 5.1155 6.3977 5.4104 5.1149
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 25 3.6484 4.0254 4.3366 3.6424 4.0291 4.3372
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 25 8.9898 9.1813 9.3872 8.9878 9.184 9.3876
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 25 10.0764 9.5915 9.4387 10.0923 9.5888 9.4385
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 25 11.2748 9.8284 8.5641 11.31 9.8151 8.5625
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 25 9.8965 9.6385 9.5664 9.904 9.637 9.5664
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 25 9.1982 8.7955 8.6799 9.2104 8.7935 8.6798
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 25 2.7243 1.5852 1.1964 2.7564 1.5792 1.1958
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 25 9.5933 9.4822 9.5196 9.5986 9.4824 9.5197
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 25 6.575 5.2965 4.7328 6.6097 5.2887 4.732
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 25 5.9915 5.2844 5.0693 6.0138 5.2808 5.0689
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 25 8.3408 8.0106 7.9888 8.3526 8.0097 7.9888
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 25 10.2712 10.4208 10.5518 10.2705 10.4226 10.5521
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 25 4.4143 4.0583 3.9869 4.4259 4.0567 3.9868
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 25 4.8516 4.2659 4.1004 4.8702 4.2629 4.1002
