survey version standard standard_catagory shift ZTFS-g ZTFS-r ZTFS-i 
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 25 5.079 5.438 5.733
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 25 3.799 2.906 2.647
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 25 8.376 8.184 8.219
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 25 8.107 8.054 8.129
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 25 5.137 4.353 4.128
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 25 5.693 5.907 6.158
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 25 9.238 8.871 8.752
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 25 8.937 8.565 8.465
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 25 7.647 7.442 7.42
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 25 3.359 3.607 3.83
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 25 6.418 5.494 5.201
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 25 9.154 8.618 8.435
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 25 8.55 6.112 3.53
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 25 5.357 4.193 3.767
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 25 6.731 5.993 5.763
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 25 8.276 7.682 7.459
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 25 3.555 3.98 4.324
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 25 6.642 5.672 5.367
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 25 5.742 5.348 5.287
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 25 5.344 5.352 5.472
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 25 8.821 8.151 7.92
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 25 5.59 5.86 6.095
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 25 12.307 12.021 11.98
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 25 5.321 5.032 4.997
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 25 5.556 5.898 6.205
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 25 6.703 6.847 7.015
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 25 6.347 5.114 4.676
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 25 4.189 4.35 4.547
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 25 4.448 4.126 4.054
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 25 3.733 4.049 4.329
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 25 10.534 10.236 10.145
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 25 10.355 10.054 10.003
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 25 7.516 6.92 6.771
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 25 6.369 5.415 5.115
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 25 3.648 4.025 4.337
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 25 8.99 9.181 9.387
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 25 10.076 9.591 9.439
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 25 11.275 9.828 8.564
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 25 9.897 9.639 9.566
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 25 9.198 8.795 8.68
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 25 2.724 1.585 1.196
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 25 9.593 9.482 9.52
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 25 6.575 5.297 4.733
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 25 5.992 5.284 5.069
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 25 8.341 8.011 7.989
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 25 10.271 10.421 10.552
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 25 4.414 4.058 3.987
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 25 4.852 4.266 4.1
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 25 10.835 10.554 10.489
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 25 5.161 4.498 4.322
