survey version standard standard_catagory shift SNLS-g SNLS-r SNLS-i SNLS-z 
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -40 5.0883 5.3931 5.674 5.852
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -40 3.7906 2.9497 2.6728 2.5541
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -40 8.3802 8.179 8.1988 8.248
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -40 8.1138 8.041 8.1033 8.1702
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -40 5.132 4.3897 4.1518 4.0484
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -40 5.7019 5.8693 6.1063 6.2298
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -40 9.2393 8.8875 8.7619 8.6974
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -40 8.9387 8.5792 8.4667 8.4464
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -40 7.6517 7.4429 7.41 7.4232
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -40 3.3663 3.5713 3.7898 3.8721
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -40 6.4085 5.5409 5.2373 5.0886
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -40 9.1531 8.6457 8.4507 8.3775
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -40 8.513 6.5697 3.9082 2.3927
