survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 40 5.4789 5.1012 5.4157 5.6921 5.1574 5.2395 5.2463 5.2354 5.2395 5.3852 5.376
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 40 6.3848 3.8268 2.9449 2.6694 4.4131 3.3435 3.3228 3.3407 3.3435 1.7367 1.7085
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 40 9.3898 8.405 8.1913 8.2062 8.6523 8.2756 8.2708 8.2735 8.2756 7.6911 7.6799
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 40 9.1602 8.1365 8.0549 8.1124 8.3489 8.0661 8.0652 8.0649 8.0661 7.6021 7.5895
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 40 7.4717 5.1662 4.3881 4.1495 5.6764 4.7522 4.7334 4.7486 4.7522 3.2795 3.2542
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 40 6.7074 5.7201 5.8906 6.1227 5.844 5.7724 5.7768 5.7715 5.7724 5.7106 5.7038
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 40 10.5339 9.2624 8.8929 8.7632 9.5429 9.0721 9.0638 9.0698 9.0721 8.0079 7.9884
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 40 10.0419 8.9644 8.5855 8.4685 9.2742 8.7597 8.7512 8.7569 8.7597 7.7924 7.7732
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 40 8.6331 7.6751 7.4528 7.4152 7.9228 7.5438 7.5394 7.542 7.5438 6.776 6.7567
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 40 3.9337 3.3798 3.5911 3.8055 3.4585 3.473 3.4771 3.4683 3.473 3.3587 3.3484
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 40 9.2241 6.4455 5.5357 5.2325 7.0199 5.9652 5.9424 5.961 5.9652 4.2476 4.2187
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 40 10.578 9.1816 8.6478 8.4495 9.5612 8.9007 8.8884 8.8975 8.9007 7.6522 7.6285
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 40 10.542 8.513 6.4259 3.7781 9.2564 7.7794 7.736 7.7788 7.7794 0.3945 0.3369
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 40 8.4727 5.3766 4.2506 3.8115 6.0348 4.7965 4.7676 4.7919 4.7965 2.7333 2.7048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 40 8.9801 6.761 6.0276 5.7857 7.2586 6.3667 6.3496 6.3634 6.3667 4.9184 4.8933
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 40 9.6703 8.302 7.7161 7.4787 8.6972 7.9953 7.9823 7.9928 7.9953 6.6885 6.6713
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 40 3.7271 3.5756 3.9525 4.2753 3.6086 3.7462 3.7539 3.7415 3.7462 4.0425 4.0341
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 40 9.5685 6.6684 5.7137 5.4017 7.2557 6.169 6.1441 6.1639 6.169 4.3853 4.3552
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 40 7.1057 5.7715 5.365 5.2853 6.113 5.5435 5.5342 5.5406 5.5435 4.6818 4.6674
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 40 6.4793 5.3759 5.3496 5.4489 5.5633 5.3386 5.3386 5.3376 5.3386 4.9366 4.9208
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 40 10.4685 8.847 8.1872 7.9392 9.2738 8.5087 8.4923 8.5046 8.5087 7.1239 7.1018
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 40 6.4317 5.618 5.8455 6.0598 5.7055 5.7243 5.7294 5.7202 5.7243 5.6525 5.6389
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 40 13.2034 12.3323 12.0357 11.9747 12.5882 12.1721 12.1654 12.17 12.1721 11.2231 11.1796
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 40 6.4126 5.3497 5.0464 4.9914 5.6344 5.1791 5.1725 5.1769 5.1791 4.4177 4.4033
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 40 6.0615 5.5782 5.8752 6.1631 5.6413 5.7094 5.7159 5.7053 5.7094 5.8939 5.8896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 40 7.6587 6.7291 6.8377 6.9902 6.8552 6.765 6.7678 6.7628 6.765 6.4599 6.447
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 40 9.6647 6.3634 5.1715 4.7246 7.0724 5.7394 5.7091 5.735 5.7394 3.5573 3.5243
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 40 4.2164 4.2092 4.3371 4.5173 4.2945 4.2635 4.2656 4.2595 4.2635 4.1595 4.1457
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 40 5.6429 4.4774 4.143 4.0546 4.7823 4.2898 4.2828 4.2874 4.2898 3.3879 3.3681
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 40 4.482 3.7578 4.0293 4.2882 3.8397 3.8691 3.8755 3.8673 3.8691 3.9607 3.9535
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 40 11.4385 10.5599 10.2544 10.1473 10.8212 10.3998 10.3934 10.3977 10.3998 9.5762 9.5703
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 40 11.2679 10.3819 10.0708 9.9995 10.6515 10.2118 10.2051 10.2096 10.2118 9.5395 9.5419
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 40 9.2445 7.5439 6.9479 6.7791 7.9501 7.2337 7.2187 7.2298 7.2337 6.0565 6.036
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 40 9.3227 6.3967 5.4559 5.1509 6.9882 5.8988 5.8747 5.8942 5.8988 4.1172 4.0867
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 40 3.5638 3.6667 4.0017 4.2914 3.6995 3.8199 3.8266 3.8141 3.8199 4.1295 4.1253
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 40 9.9542 9.0163 9.1683 9.358 9.1369 9.064 9.0682 9.0631 9.064 8.911 8.9035
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 40 11.3745 10.1032 9.6176 9.4508 10.4653 9.8375 9.8272 9.8352 9.8375 8.6818 8.6609
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 40 14.0947 11.2851 9.9621 8.6946 12.0132 10.6479 10.6185 10.6485 10.6479 7.2994 7.2744
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 40 10.7433 9.9231 9.6561 9.5673 10.1647 9.7851 9.7794 9.7825 9.7851 8.9701 8.9563
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 40 10.1925 9.2238 8.8168 8.6887 9.529 9.006 8.9971 9.0035 9.006 7.9795 7.9592
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 40 6.0215 2.7462 1.6357 1.2414 3.4108 2.1676 2.1389 2.1624 2.1676 0.2026 0.1776
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 40 10.7195 9.6229 9.4877 9.5072 9.8452 9.533 9.5307 9.5317 9.533 8.9103 8.8916
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 40 10.1419 6.5919 5.3621 4.7974 7.3099 5.9638 5.9322 5.9587 5.9638 3.6173 3.5864
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 40 8.118 6.0212 5.3179 5.0894 6.5013 5.6431 5.6266 5.6398 5.6431 4.2121 4.1867
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 40 9.6335 8.3707 8.0241 7.9821 8.6866 8.1711 8.1634 8.1687 8.1711 7.4117 7.3976
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 40 11.3037 10.2988 10.4129 10.5343 10.4379 10.3307 10.3347 10.3297 10.3307 10.1818 10.1971
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 40 5.6228 4.4432 4.0769 3.9858 4.7522 4.2459 4.2375 4.2431 4.2459 3.3503 3.3328
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 40 6.6012 4.8811 4.2946 4.1123 5.301 4.5651 4.5516 4.5622 4.5651 3.3575 3.337
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 40 11.7222 10.8609 10.5704 10.4892 11.1164 10.7068 10.7005 10.7044 10.7068 9.9762 9.9759
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 40 7.1175 5.1902 4.5279 4.3364 5.6514 4.8291 4.8138 4.8263 4.8291 3.5625 3.5425
