survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 35 5.0816 5.4406 5.735 5.0761 5.4444 5.7355
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 35 3.7886 2.9031 2.6451 3.8162 2.8987 2.6448
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 35 8.3731 8.1841 8.2193 8.3804 8.1842 8.2194
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 35 8.105 8.0544 8.1301 8.1097 8.0552 8.1303
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 35 5.1278 4.3507 4.1269 5.1513 4.3469 4.1266
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 35 5.6935 5.9091 6.1597 5.6915 5.9123 6.1602
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 35 9.2345 8.87 8.7516 9.2446 8.868 8.7514
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 35 8.9332 8.5641 8.4648 8.9451 8.5624 8.4646
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 35 7.6444 7.4412 7.4199 7.652 7.4406 7.4199
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 35 3.3603 3.6086 3.8311 3.3568 3.6114 3.8315
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 35 6.407 5.4914 5.1996 6.434 5.4867 5.1991
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 35 9.1485 8.6162 8.4345 9.1648 8.6132 8.4342
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 35 8.5427 6.0988 3.5153 8.5767 6.071 3.512
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 35 5.3447 4.1891 3.7644 5.3758 4.1825 3.7637
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 35 6.7219 5.9906 5.7621 6.7448 5.9868 5.7618
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 35 8.2701 7.6798 7.4584 8.2874 7.6762 7.458
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 35 3.5582 3.9821 4.3257 3.5511 3.9865 4.3263
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 35 6.6302 5.6686 5.3654 6.6578 5.6638 5.3649
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 35 5.7374 5.3468 5.2869 5.751 5.3453 5.2869
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 35 5.3433 5.3524 5.4726 5.3458 5.3538 5.4729
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 35 8.8138 8.1491 7.919 8.8329 8.1453 7.9186
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 35 5.5918 5.8617 6.0967 5.5876 5.8648 6.0971
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 35 12.304 12.0197 11.9803 12.3124 12.0186 11.9804
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 35 5.3175 5.0313 4.9966 5.3274 5.0303 4.9967
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 35 5.5584 5.9007 6.2063 5.5532 5.9043 6.2069
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 35 6.7031 6.8481 7.0157 6.7018 6.8504 7.016
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 35 6.3335 5.1102 4.6734 6.3672 5.1034 4.6727
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 35 4.1901 4.3512 4.5487 4.188 4.3535 4.5491
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 35 4.4442 4.125 4.0541 4.4555 4.1236 4.0541
