survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 10 5.5326 5.088 5.4026 5.6824 5.1592 5.3338 5.2288 5.2248 5.2298 5.3831 5.3744
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 10 6.4412 3.9035 2.9624 2.6758 4.4164 3.4775 3.3725 3.3685 3.3735 1.742 1.7137
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 10 9.4429 8.4277 8.1921 8.2044 8.6546 8.3877 8.2827 8.2787 8.2837 7.6905 7.6796
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 10 9.2361 8.1523 8.0526 8.1094 8.3516 8.1734 8.0684 8.0644 8.0694 7.6018 7.5896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 10 7.5193 5.2317 4.4037 4.1551 5.6794 4.8828 4.7778 4.7738 4.7788 3.2837 3.2584
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 10 6.8228 5.7183 5.8799 6.1143 5.8473 5.8727 5.7677 5.7637 5.7687 5.7082 5.7021
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 10 10.6547 9.2903 8.9004 8.7658 9.546 9.1886 9.0836 9.0796 9.0846 8.0104 7.9909
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 10 10.081 8.9979 8.5923 8.4708 9.2765 8.8762 8.7712 8.7672 8.7722 7.7942 7.7754
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 10 8.6928 7.6977 7.4553 7.4149 7.9252 7.6553 7.5503 7.5463 7.5513 6.7778 6.7588
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 10 4.0324 3.3714 3.5815 3.7978 3.4606 3.5703 3.4653 3.4613 3.4663 3.3573 3.3475
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 10 9.2828 6.5216 5.5544 5.24 7.0228 6.101 5.996 5.992 5.997 4.2533 4.2242
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 10 10.6161 9.2266 8.659 8.454 9.5638 9.0222 8.9172 8.9132 8.9182 7.6554 7.6321
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 10 10.7152 8.5954 6.5395 3.8566 9.2665 7.9409 7.8359 7.8319 7.8369 0.4106 0.3524
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 10 8.5379 5.4656 4.2753 3.823 6.0376 4.9407 4.8357 4.8317 4.8367 2.7388 2.7103
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 10 9.0278 6.8241 6.0425 5.7915 7.2617 6.495 6.39 6.386 6.391 4.9226 4.8974
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 10 9.7199 8.3498 7.7292 7.4845 8.6998 8.1183 8.0133 8.0093 8.0143 6.6902 6.673
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 10 3.7546 3.5584 3.9378 4.2641 3.6097 3.8387 3.7337 3.7297 3.7347 4.0401 4.0322
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 10 9.6313 6.7471 5.7332 5.4096 7.2583 6.3071 6.2021 6.1981 6.2031 4.3914 4.361
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 10 7.1423 5.8099 5.3712 5.2863 6.1156 5.6611 5.5561 5.5521 5.5571 4.6822 4.668
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 10 6.5744 5.387 5.3457 5.4442 5.5661 5.445 5.34 5.336 5.341 4.9371 4.9218
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 10 10.501 8.9004 8.2011 7.945 9.2763 8.6353 8.5303 8.5263 8.5313 7.1267 7.1048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 10 6.5286 5.6096 5.8355 6.0517 5.7085 5.8212 5.7162 5.7122 5.7172 5.6515 5.6386
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 10 13.2541 12.3569 12.0399 11.9747 12.5904 12.2866 12.1816 12.1776 12.1826 11.2306 11.1882
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 10 6.4559 5.3787 5.0509 4.9915 5.6367 5.2935 5.1885 5.1845 5.1895 4.4181 4.4039
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 10 6.132 5.5659 5.8629 6.1532 5.6435 5.804 5.699 5.695 5.7 5.8904 5.8866
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 10 7.7744 6.7285 6.8302 6.9843 6.8583 6.8666 6.7616 6.7576 6.7626 6.4591 6.4469
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 10 9.7364 6.4593 5.1972 4.7361 7.0753 5.8861 5.7811 5.7771 5.7821 3.5646 3.5312
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 10 4.2189 4.2041 4.3296 4.5108 4.2944 4.3642 4.2592 4.2552 4.2602 4.1588 4.1455
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 10 5.6873 4.5096 4.1486 4.056 4.7847 4.4047 4.2997 4.2957 4.3007 3.39 3.3704
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 10 4.5704 3.7481 4.0169 4.2788 3.8426 3.9659 3.8609 3.8569 3.8619 3.958 3.9516
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 10 11.4841 10.5852 10.2605 10.1489 10.8234 10.5138 10.4088 10.4048 10.4098 9.5751 9.5691
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 10 11.3116 10.4086 10.0759 9.9999 10.6537 10.3262 10.2212 10.2172 10.2222 9.5356 9.5379
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 10 9.2784 7.5936 6.9592 6.7824 7.9529 7.3587 7.2537 7.2497 7.2547 6.059 6.0387
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 10 9.3892 6.4755 5.475 5.1588 6.991 6.036 5.931 5.927 5.932 4.1235 4.0926
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 10 3.5673 3.6508 3.9891 4.2811 3.6994 3.9126 3.8076 3.8036 3.8086 4.126 4.1221
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 10 10.0754 9.0142 9.1593 9.3508 9.14 9.1646 9.0596 9.0556 9.0606 8.9085 8.9019
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 10 11.4309 10.145 9.6272 9.4545 10.4679 9.9568 9.8518 9.8478 9.8528 8.6844 8.6637
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 10 14.1821 11.3806 10.0004 8.7326 12.0154 10.7961 10.6911 10.6871 10.6921 7.3038 7.2789
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 10 10.7901 9.9449 9.6614 9.5684 10.1669 9.8976 9.7926 9.7886 9.7936 8.9705 8.9569
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 10 10.2409 9.2567 8.8246 8.6914 9.5312 9.1232 9.0182 9.0142 9.0192 7.9814 7.9615
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 10 6.0883 2.8363 1.6591 1.2518 3.4134 2.3112 2.2062 2.2022 2.2072 0.2071 0.182
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 10 10.8046 9.6406 9.4873 9.5052 9.8479 9.6423 9.5373 9.5333 9.5383 8.9117 8.8935
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 10 10.2203 6.69 5.3913 4.8127 7.3121 6.1114 6.0064 6.0024 6.0074 3.6236 3.5925
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 10 8.1635 6.0817 5.332 5.0948 6.5044 5.7707 5.6657 5.6617 5.6667 4.2166 4.1911
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 10 9.6756 8.4047 8.0284 7.982 8.6892 8.2872 8.1822 8.1782 8.1832 7.4119 7.3982
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 10 11.4265 10.3 10.4066 10.5295 10.4411 10.4314 10.3264 10.3224 10.3274 10.1741 10.1894
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 10 5.6628 4.4764 4.0834 3.987 4.7546 4.3623 4.2573 4.2533 4.2583 3.3518 3.3345
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 10 6.645 4.932 4.3063 4.1161 5.304 4.6885 4.5835 4.5795 4.5845 3.3602 3.3398
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 10 11.7693 10.8852 10.5755 10.4901 11.1186 10.8204 10.7154 10.7114 10.7164 9.9737 9.9733
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 10 7.1617 5.2476 4.5406 4.3407 5.6545 4.9554 4.8504 4.8464 4.8514 3.5651 3.5451
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 10 8.3045 5.8333 4.7663 4.3654 6.2757 5.4218 5.3168 5.3128 5.3178 3.3652 3.3392
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 10 6.3055 4.6091 3.9705 3.7955 4.971 4.3702 4.2652 4.2612 4.2662 3.0914 3.0739
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 10 6.1548 2.8281 1.5978 1.1051 3.4185 2.2839 2.1789 2.1749 2.1799 0.0119 -0.0154
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 10 11.0616 10.2004 9.9786 9.9377 10.4185 10.1681 10.0631 10.0591 10.0641 9.4707 9.4725
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 10 9.0745 7.8732 7.4282 7.2691 8.1474 7.7398 7.6348 7.6308 7.6358 6.567 6.5522
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 10 4.9438 5.0945 5.4166 5.6956 5.1377 5.3621 5.2571 5.2531 5.2581 5.4332 5.4236
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 10 9.4766 8.3443 7.8268 7.6548 8.6488 8.1689 8.0639 8.0599 8.0649 6.9726 6.958
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 10 3.9683 3.1156 3.3636 3.5821 3.2038 3.332 3.227 3.223 3.228 3.1242 3.1145
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 10 6.62 5.0332 4.4142 4.2232 5.3828 4.8104 4.7054 4.7014 4.7064 3.4785 3.4586
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 10 7.3095 5.4352 4.7378 4.5256 5.8322 5.1554 5.0504 5.0464 5.0514 3.746 3.726
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 10 12.6152 11.5348 11.0849 10.9359 11.8304 11.3866 11.2816 11.2776 11.2826 10.2773 10.2682
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 10 10.6044 9.376 8.8875 8.6881 9.6695 9.2202 9.1152 9.1112 9.1162 7.9068 7.8871
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 10 9.8098 8.7296 8.3401 8.2212 9.004 8.615 8.51 8.506 8.511 7.4268 7.3944
