survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 15 5.0709 5.404 5.6754 5.8771 5.0761 5.404 5.6754 5.8771
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 15 3.917 2.9708 2.698 2.5559 3.8828 2.9708 2.698 2.5559
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 15 8.4183 8.1945 8.2117 8.2679 8.4079 8.1945 8.2117 8.2679
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 15 8.1406 8.0557 8.1143 8.1893 8.1331 8.0557 8.1143 8.1893
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 15 5.2394 4.4099 4.176 4.0535 5.2099 4.4099 4.176 4.0535
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 15 5.7031 5.8816 6.1095 6.2463 5.703 5.8816 6.1095 6.2463
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 15 9.2858 8.9051 8.7816 8.7067 9.2734 8.9051 8.7816 8.7067
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 15 8.9925 8.5966 8.4858 8.461 8.9775 8.5966 8.4858 8.461
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 15 7.6891 7.4589 7.4254 7.4388 7.6788 7.4589 7.4254 7.4388
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 15 3.3561 3.583 3.7941 3.8875 3.3593 3.583 3.7941 3.8875
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 15 6.5368 5.5626 5.2646 5.0883 6.5025 5.5626 5.2646 5.0883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 15 9.2254 8.6645 8.4736 8.3872 9.2053 8.6645 8.4736 8.3872
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 15 8.7213 6.6071 4.043 2.2604 8.6675 6.6071 4.043 2.2604
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 15 5.4943 4.2864 3.8555 3.5996 5.4542 4.2864 3.8555 3.5996
