survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 20 5.073 5.441 5.733
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 20 3.833 2.903 2.647
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 20 8.385 8.184 8.219
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 20 8.112 8.055 8.129
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 20 5.166 4.35 4.128
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 20 5.69 5.91 6.158
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 20 9.25 8.87 8.752
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 20 8.951 8.564 8.465
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 20 7.656 7.441 7.42
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 20 3.355 3.609 3.83
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 20 6.451 5.491 5.202
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 20 9.174 8.616 8.435
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 20 8.587 6.09 3.534
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 20 5.396 4.188 3.767
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 20 6.759 5.99 5.764
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 20 8.297 7.679 7.46
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 20 3.547 3.983 4.323
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 20 6.676 5.668 5.368
