survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -35 5.0703 5.424 5.7231 5.0655 5.4279 5.7237
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -35 3.8658 2.9215 2.6549 3.8956 2.9168 2.6544
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -35 8.3945 8.1848 8.2163 8.4027 8.1848 8.2164
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -35 8.1207 8.0513 8.1259 8.1264 8.0521 8.1261
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -35 5.1936 4.3676 4.1353 5.2192 4.3634 4.1349
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -35 5.6941 5.8959 6.1497 5.6933 5.8992 6.1502
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -35 9.2616 8.8784 8.756 9.2721 8.8763 8.7558
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -35 8.9634 8.5719 8.4671 8.976 8.57 8.4669
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -35 7.6661 7.4439 7.4193 7.6744 7.4432 7.4194
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -35 3.3528 3.5962 3.8241 3.3498 3.5991 3.8245
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -35 6.4853 5.5118 5.2111 6.5148 5.5068 5.2106
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -35 9.19 8.629 8.4401 9.2071 8.6259 8.4398
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -35 8.6403 6.1786 3.6181 8.6666 6.1488 3.6142
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -35 5.4356 4.2169 3.7801 5.4691 4.2099 3.7793
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -35 6.7856 6.007 5.7707 6.8105 6.003 5.7703
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -35 8.3143 7.6949 7.4655 8.3323 7.6911 7.4651
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -35 3.5423 3.9635 4.3114 3.5357 3.9679 4.312
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -35 6.7124 5.6897 5.3778 6.7428 5.6845 5.3772
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -35 5.7725 5.3534 5.2877 5.787 5.3518 5.2876
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -35 5.356 5.3477 5.4665 5.3599 5.349 5.4668
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -35 8.8647 8.165 7.9261 8.8849 8.1611 7.9258
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -35 5.5874 5.8492 6.0868 5.5846 5.8523 6.0872
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -35 12.3272 12.0248 11.9787 12.3361 12.0236 11.9787
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -35 5.3443 5.0361 4.9962 5.355 5.035 4.9962
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -35 5.5481 5.885 6.194 5.5436 5.8887 6.1946
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -35 6.7052 6.8386 7.0094 6.705 6.8409 7.0097
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -35 6.4323 5.1381 4.6907 6.4685 5.1309 4.69
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -35 4.1853 4.341 4.5399 4.1833 4.3433 4.5403
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -35 4.4735 4.1312 4.0555 4.4856 4.1296 4.0554
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -35 3.7281 4.0362 4.3189 3.7244 4.04 4.3195
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -35 10.5542 10.2414 10.1466 10.5635 10.2397 10.1465
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -35 10.3772 10.059 10.0029 10.3871 10.0577 10.0029
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -35 7.5562 6.9306 6.7739 7.575 6.9276 6.7737
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -35 6.4407 5.4327 5.1264 6.4714 5.4276 5.1258
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -35 3.6357 4.0115 4.3249 3.6299 4.0153 4.3255
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -35 8.991 9.1716 9.3807 8.9901 9.1743 9.3811
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -35 10.1106 9.6009 9.4427 10.1271 9.5982 9.4425
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -35 11.3673 9.8703 8.6036 11.4032 9.8568 8.6017
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -35 9.9147 9.6437 9.5673 9.9227 9.6422 9.5673
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -35 9.2249 8.8029 8.683 9.2375 8.8008 8.6828
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -35 2.8043 1.607 1.2101 2.8388 1.6006 1.2094
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -35 9.609 9.4817 9.5171 9.6153 9.4819 9.5172
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -35 6.6633 5.3227 4.7527 6.7004 5.3145 4.7517
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -35 6.0431 5.2977 5.0759 6.0668 5.2939 5.0756
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -35 8.368 8.0145 7.9882 8.3806 8.0135 7.9882
