survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 15 5.5253 5.0888 5.4038 5.6834 5.1592 5.3348 5.2298 5.2258 5.2308 5.3835 5.3747
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 15 6.434 3.8978 2.9608 2.6752 4.4083 3.4743 3.3693 3.3653 3.3703 1.7411 1.7129
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 15 9.4358 8.4258 8.192 8.2046 8.6518 8.3868 8.2818 8.2778 8.2828 7.6906 7.6796
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 15 9.2258 8.1509 8.0528 8.1097 8.3492 8.1729 8.0679 8.0639 8.0689 7.6018 7.5895
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 15 7.5134 5.2267 4.4022 4.1545 5.6724 4.88 4.775 4.771 4.776 3.283 3.2577
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 15 6.807 5.7182 5.8809 6.1151 5.8459 5.8729 5.7679 5.7639 5.7689 5.7086 5.7023
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 15 10.6381 9.2882 8.8997 8.7656 9.5429 9.1872 9.0822 9.0782 9.0832 8.01 7.9904
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 15 10.0758 8.9953 8.5917 8.4706 9.2729 8.8748 8.7698 8.7658 8.7708 7.7939 7.775
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 15 8.6848 7.6958 7.4551 7.4149 7.9226 7.6544 7.5494 7.5454 7.5504 6.7775 6.7585
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 15 4.0188 3.3719 3.5823 3.7986 3.4604 3.571 3.466 3.462 3.467 3.3576 3.3476
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 15 9.2755 6.5159 5.5526 5.2393 7.0147 6.0977 5.9927 5.9887 5.9937 4.2523 4.2233
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 15 10.6111 9.2231 8.6579 8.4536 9.559 9.0203 8.9153 8.9113 8.9163 7.6549 7.6315
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 15 10.6912 8.5901 6.528 3.8493 9.2622 7.9345 7.8295 7.8255 7.8305 0.4079 0.3498
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 15 8.5296 5.4589 4.273 3.8219 6.0286 4.9365 4.8315 4.8275 4.8325 2.7379 2.7094
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 15 9.0219 6.8194 6.0411 5.7909 7.2548 6.4924 6.3874 6.3834 6.3884 4.9219 4.8967
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 15 9.7132 8.3461 7.728 7.484 8.695 8.1163 8.0113 8.0073 8.0123 6.6899 6.6727
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 15 3.7509 3.5595 3.9391 4.2652 3.6102 3.8398 3.7348 3.7308 3.7358 4.0405 4.0325
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 15 9.6235 6.7411 5.7314 5.4089 7.25 6.3036 6.1986 6.1946 6.1996 4.3904 4.36
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 15 7.1375 5.8068 5.3706 5.2862 6.1113 5.6597 5.5547 5.5507 5.5557 4.6821 4.6679
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 15 6.5615 5.3859 5.346 5.4446 5.5639 5.4445 5.3395 5.3355 5.3405 4.937 4.9217
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 15 10.4968 8.8963 8.1998 7.9444 9.2707 8.6329 8.5279 8.5239 8.5289 7.1263 7.1043
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 15 6.5154 5.61 5.8363 6.0525 5.7076 5.8218 5.7168 5.7128 5.7178 5.6517 5.6386
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 15 13.2473 12.355 12.0395 11.9747 12.5879 12.2854 12.1804 12.1764 12.1814 11.2295 11.1868
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 15 6.4501 5.3764 5.0505 4.9915 5.6335 5.2923 5.1873 5.1833 5.1883 4.418 4.4038
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 15 6.1225 5.5667 5.8641 6.1542 5.6434 5.8049 5.6999 5.6959 5.7009 5.891 5.8871
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 15 7.7585 6.7283 6.8309 6.9849 6.857 6.8667 6.7617 6.7577 6.7627 6.4593 6.4469
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 15 9.7271 6.4521 5.1948 4.735 7.0656 5.8816 5.7766 5.7726 5.7776 3.5634 3.5301
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 15 4.2186 4.2044 4.3303 4.5115 4.2947 4.3645 4.2595 4.2555 4.2605 4.1589 4.1456
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 15 5.6814 4.507 4.148 4.0559 4.7811 4.4035 4.2985 4.2945 4.2995 3.3896 3.37
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 15 4.5584 3.7486 4.018 4.2798 3.8419 3.9664 3.8614 3.8574 3.8624 3.9585 3.9519
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 15 11.478 10.5832 10.2599 10.1488 10.8207 10.5127 10.4077 10.4037 10.4087 9.5753 9.5693
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 15 11.3058 10.4065 10.0754 9.9999 10.6509 10.325 10.22 10.216 10.221 9.5363 9.5386
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 15 9.2741 7.5897 6.9581 6.7821 7.9474 7.3565 7.2515 7.2475 7.2525 6.0586 6.0383
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 15 9.3809 6.4696 5.4732 5.1581 6.9826 6.0326 5.9276 5.9236 5.9286 4.1224 4.0916
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 15 3.5668 3.652 3.9903 4.2821 3.7004 3.9137 3.8087 3.8047 3.8097 4.1266 4.1226
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 15 10.0587 9.0142 9.1601 9.3515 9.1389 9.1647 9.0597 9.0557 9.0607 8.909 8.9022
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 15 11.4233 10.1419 9.6263 9.4541 10.4636 9.9551 9.8501 9.8461 9.8511 8.684 8.6632
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 15 14.1704 11.3738 9.9971 8.7287 12.0066 10.7914 10.6864 10.6824 10.6874 7.3031 7.2782
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 15 10.7838 9.9431 9.6609 9.5683 10.1645 9.8966 9.7916 9.7876 9.7926 8.9705 8.9568
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 15 10.2344 9.2542 8.8239 8.6911 9.528 9.1217 9.0167 9.0127 9.0177 7.9811 7.9611
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 15 6.0798 2.8295 1.6569 1.2508 3.404 2.3071 2.2021 2.1981 2.2031 0.2064 0.1813
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 15 10.793 9.639 9.4873 9.5054 9.8454 9.6416 9.5366 9.5326 9.5376 8.9114 8.8932
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 15 10.2101 6.6827 5.3886 4.8112 7.3021 6.1069 6.0019 5.9979 6.0029 3.6226 3.5915
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 15 8.1578 6.0771 5.3306 5.0943 6.4978 5.7682 5.6632 5.6592 5.6642 4.2159 4.1904
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 15 9.6701 8.402 8.028 7.982 8.6853 8.2858 8.1808 8.1768 8.1818 7.4119 7.3981
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 15 11.4096 10.2997 10.4071 10.53 10.4397 10.4315 10.3265 10.3225 10.3275 10.1754 10.1907
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 15 5.6575 4.4737 4.0828 3.9869 4.7509 4.3609 4.2559 4.2519 4.2569 3.3515 3.3342
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 15 6.6394 4.9281 4.3052 4.1157 5.2984 4.6864 4.5814 4.5774 4.5824 3.3597 3.3393
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 15 11.763 10.8833 10.575 10.4901 11.116 10.8193 10.7143 10.7103 10.7153 9.9741 9.9737
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 15 7.1561 5.2432 4.5394 4.3403 5.6483 4.953 4.848 4.844 4.849 3.5647 3.5447
