survey version standard standard_catagory shift ZTFS-g ZTFS-r ZTFS-i 
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -25 5.071 5.426 5.725
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -25 3.855 2.919 2.654
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -25 8.391 8.185 8.217
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -25 8.118 8.052 8.127
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -25 5.185 4.365 4.134
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -25 5.693 5.898 6.151
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -25 9.258 8.877 8.755
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -25 8.959 8.571 8.467
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -25 7.663 7.443 7.419
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -25 3.354 3.598 3.825
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -25 6.474 5.509 5.209
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -25 9.184 8.627 8.439
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -25 8.621 6.168 3.604
