survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -20 5.0719 5.4276 5.7257 5.0668 5.4315 5.7262
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -20 3.8498 2.9175 2.6529 3.8791 2.9129 2.6525
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -20 8.3894 8.1846 8.2169 8.3973 8.1846 8.217
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -20 8.1167 8.0519 8.1268 8.122 8.0527 8.127
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -20 5.1799 4.3639 4.1335 5.2052 4.3598 4.1331
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -20 5.6926 5.8987 6.1519 5.6914 5.902 6.1524
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -20 9.2556 8.8766 8.755 9.2659 8.8745 8.7549
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -20 8.9567 8.5701 8.4666 8.9691 8.5682 8.4664
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -20 7.661 7.4433 7.4195 7.6691 7.4426 7.4195
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -20 3.354 3.5989 3.8256 3.3507 3.6017 3.8261
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -20 6.4689 5.5074 5.2086 6.498 5.5025 5.2081
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -20 9.181 8.6262 8.4389 9.1979 8.6231 8.4386
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -20 8.6111 6.1631 3.5966 8.6396 6.1337 3.5929
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -20 5.4163 4.2109 3.7767 5.4493 4.204 3.776
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -20 6.7724 6.0035 5.7689 6.797 5.9995 5.7685
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -20 8.3047 7.6916 7.4639 8.3226 7.6879 7.4636
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -20 3.5451 3.9675 4.3144 3.5383 3.9719 4.3151
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -20 6.6952 5.6851 5.3752 6.725 5.68 5.3746
