survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 35 5.0744 5.4086 5.6792 5.8786 5.0744 5.4086 5.6792 5.8786
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 35 3.8941 2.964 2.6958 2.5535 3.8941 2.964 2.6958 2.5535
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 35 8.4113 8.194 8.2124 8.2685 8.4113 8.194 8.2124 8.2685
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 35 8.1355 8.0564 8.1155 8.1898 8.1355 8.0564 8.1155 8.1898
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 35 5.2196 4.4039 4.1739 4.0517 5.2196 4.4039 4.1739 4.0517
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 35 5.703 5.8853 6.1128 6.2464 5.703 5.8853 6.1128 6.2464
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 35 9.2774 8.9023 8.7805 8.7055 9.2774 8.9023 8.7805 8.7055
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 35 8.9824 8.5939 8.4848 8.4608 8.9824 8.5939 8.4848 8.4608
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 35 7.6822 7.4579 7.4254 7.4387 7.6822 7.4579 7.4254 7.4387
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 35 3.3582 3.5864 3.7973 3.8873 3.3582 3.5864 3.7973 3.8873
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 35 6.5138 5.5554 5.2618 5.0856 6.5138 5.5554 5.2618 5.0856
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 35 9.2119 8.6603 8.4717 8.3861 9.2119 8.6603 8.4717 8.3861
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 35 8.6856 6.5809 4.0003 2.2412 8.6856 6.5809 4.0003 2.2412
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 35 5.4674 4.2771 3.8509 3.5962 5.4674 4.2771 3.8509 3.5962
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 35 6.8106 6.0435 5.8107 5.6836 6.8106 6.0435 5.8107 5.6836
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 35 8.3361 7.7308 7.5041 7.387 8.3361 7.7308 7.5041 7.387
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 35 3.5454 3.9439 4.2586 4.5077 3.5454 3.9439 4.2586 4.5077
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 35 6.7425 5.734 5.4321 5.2378 6.7425 5.734 5.4321 5.2378
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 35 5.7934 5.3723 5.2986 5.2987 5.7934 5.3723 5.2986 5.2987
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 35 5.3699 5.3499 5.448 5.5467 5.3699 5.3499 5.448 5.5467
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 35 8.8888 8.2018 7.9647 7.8524 8.8888 8.2018 7.9647 7.8524
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 35 5.5934 5.8406 6.0506 6.2049 5.5934 5.8406 6.0506 6.2049
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 35 12.3431 12.0404 11.9862 12.0248 12.3431 12.0404 11.9862 12.0248
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 35 5.3627 5.0527 5.0025 5.0263 5.3627 5.0527 5.0025 5.0263
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 35 5.5526 5.8671 6.1496 6.346 5.5526 5.8671 6.1496 6.346
