survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 0 5.0746 5.4324 5.729 5.0692 5.4362 5.7296
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 0 3.8275 2.9124 2.6501 3.8562 2.9078 2.6497
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 0 8.383 8.1844 8.2178 8.3906 8.1844 8.2179
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 0 8.1117 8.0529 8.128 8.1167 8.0536 8.1282
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 0 5.1611 4.3591 4.1311 5.1858 4.3551 4.1307
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 0 5.6916 5.9025 6.1548 5.6898 5.9058 6.1553
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 0 9.2477 8.8742 8.7538 9.2579 8.8721 8.7536
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 0 8.9479 8.5679 8.4659 8.9601 8.5661 8.4658
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 0 7.6545 7.4425 7.4196 7.6624 7.4419 7.4197
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 0 3.3558 3.6025 3.8276 3.3524 3.6053 3.8281
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 0 6.4464 5.5016 5.2054 6.4749 5.4967 5.2049
