survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 5 5.0693 5.4016 5.6735 5.8763 5.0744 5.4016 5.6735 5.8763
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 5 3.9285 2.9743 2.6993 2.5571 3.8941 2.9743 2.6993 2.5571
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 5 8.4219 8.1948 8.2114 8.2676 8.4113 8.1948 8.2114 8.2676
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 5 8.1433 8.0554 8.1136 8.189 8.1355 8.0554 8.1136 8.189
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 5 5.2494 4.4129 4.177 4.0544 5.2196 4.4129 4.177 4.0544
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 5 5.7033 5.8798 6.1078 6.2463 5.703 5.8798 6.1078 6.2463
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 5 9.2901 8.9066 8.7821 8.7073 9.2774 8.9066 8.7821 8.7073
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 5 8.9977 8.598 8.4863 8.4611 8.9824 8.598 8.4863 8.4611
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 5 7.6927 7.4595 7.4254 7.4388 7.6822 7.4595 7.4254 7.4388
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 5 3.3551 3.5812 3.7925 3.8876 3.3582 3.5812 3.7925 3.8876
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 5 6.5485 5.5663 5.266 5.0897 6.5138 5.5663 5.266 5.0897
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 5 9.2322 8.6667 8.4745 8.3877 9.2119 8.6667 8.4745 8.3877
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 5 8.7387 6.6197 4.0656 2.27 8.6856 6.6197 4.0656 2.27
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 5 5.5079 4.2911 3.8578 3.6013 5.4674 4.2911 3.8578 3.6013
