survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -5 5.5533 5.0855 5.3991 5.6796 5.1594 5.3312 5.2262 5.2222 5.2272 5.3821 5.3737
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -5 6.4633 3.921 2.9674 2.6777 4.4411 3.4872 3.3822 3.3782 3.3832 1.7447 1.7164
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -5 9.4642 8.4337 8.1925 8.2039 8.6631 8.3907 8.2857 8.2817 8.2867 7.6902 7.6794
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -5 9.2665 8.1568 8.052 8.1084 8.359 8.1751 8.0701 8.0661 8.0711 7.6016 7.5896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -5 7.5363 5.2469 4.4082 4.1567 5.7009 4.8912 4.7862 4.7822 4.7872 3.2858 3.2606
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -5 6.8689 5.7188 5.8772 6.1118 5.8515 5.8725 5.7675 5.7635 5.7685 5.7069 5.7012
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -5 10.7051 9.2969 8.9025 8.7666 9.5554 9.1929 9.0879 9.0839 9.0889 8.0116 7.9921
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -5 10.097 9.0062 8.5943 8.4715 9.2874 8.8803 8.7753 8.7713 8.7763 7.7951 7.7765
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -5 8.7168 7.7034 7.456 7.4149 7.9333 7.6581 7.5531 7.5491 7.5541 6.7788 6.7599
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -5 4.0732 3.3699 3.5789 3.7956 3.4616 3.5684 3.4634 3.4594 3.4644 3.3567 3.347
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -5 9.3035 6.539 5.5597 5.2422 7.0474 6.1109 6.0059 6.0019 6.0069 4.2561 4.227
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -5 10.6315 9.2374 8.6621 8.4554 9.5783 9.0278 8.9228 8.9188 8.9238 7.6571 7.6338
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -5 10.7887 8.6118 6.5718 3.8799 9.2787 7.9604 7.8554 7.8514 7.8564 0.4187 0.3602
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -5 8.5623 5.4859 4.2823 3.8264 6.0651 4.9533 4.8483 4.8443 4.8493 2.7415 2.7131
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -5 9.045 6.8387 6.0468 5.7932 7.2826 6.5028 6.3978 6.3938 6.3988 4.9247 4.8995
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -5 9.7406 8.3611 7.7329 7.4863 8.7142 8.1245 8.0195 8.0155 8.0205 6.6911 6.6739
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -5 3.7648 3.555 3.9338 4.2608 3.6083 3.8354 3.7304 3.7264 3.7314 4.0389 4.0313
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -5 9.6535 6.7651 5.7387 5.4119 7.2836 6.3176 6.2126 6.2086 6.2136 4.3944 4.3639
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -5 7.1565 5.8194 5.373 5.2866 6.1288 5.6656 5.5606 5.5566 5.5616 4.6824 4.6683
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -5 6.6123 5.3905 5.3447 5.4428 5.573 5.4465 5.3415 5.3375 5.3425 4.9374 4.9224
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -5 10.5137 8.9132 8.205 7.9467 9.2932 8.6423 8.5373 8.5333 8.5383 7.1281 7.1064
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -5 6.5665 5.6085 5.8329 6.0493 5.7117 5.8196 5.7146 5.7106 5.7156 5.651 5.6384
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -5 13.2746 12.3629 12.0411 11.9747 12.5982 12.2902 12.1852 12.1812 12.1862 11.2343 11.1926
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -5 6.4733 5.3862 5.0522 4.9915 5.6468 5.2971 5.1921 5.1881 5.1931 4.4183 4.4042
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -5 6.1598 5.5637 5.8595 6.1503 5.6442 5.8015 5.6965 5.6925 5.6975 5.8887 5.8851
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -5 7.8209 6.7289 6.8283 6.9826 6.8624 6.8665 6.7615 6.7575 6.7625 6.4588 6.4468
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -5 9.7635 6.4809 5.2045 4.7395 7.1048 5.8996 5.7946 5.7906 5.7956 3.5682 3.5347
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -5 4.2199 4.203 4.3275 4.5089 4.2935 4.3633 4.2583 4.2543 4.2593 4.1585 4.1455
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -5 5.7052 4.5177 4.1501 4.0565 4.7959 4.4084 4.3034 4.2994 4.3044 3.391 3.3715
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -5 4.6048 3.7468 4.0137 4.2761 3.8447 3.9644 3.8594 3.8554 3.8604 3.9568 3.9507
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -5 11.5025 10.5914 10.2622 10.1495 10.8315 10.5174 10.4124 10.4084 10.4134 9.5746 9.5684
