survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -30 5.5859 5.0817 5.3932 5.6748 5.1604 5.3271 5.2221 5.2181 5.2231 5.3805 5.3724
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -30 6.5022 3.9507 2.9758 2.6805 4.4831 3.5033 3.3983 3.3943 3.3993 1.7491 1.7208
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -30 9.4994 8.4441 8.1933 8.203 8.6778 8.3958 8.2908 8.2868 8.2918 7.6897 7.6791
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -30 9.3163 8.1647 8.0511 8.1069 8.372 8.1782 8.0732 8.0692 8.0742 7.6013 7.5896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -30 7.5644 5.2728 4.4158 4.1592 5.7376 4.9052 4.8002 4.7962 4.8012 3.2893 3.2641
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -30 6.9428 5.72 5.8727 6.1077 5.8596 5.8725 5.7675 5.7635 5.7685 5.7051 5.6997
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -30 10.7916 9.3082 8.9062 8.768 9.5718 9.2002 9.0952 9.0912 9.0962 8.0138 7.9942
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -30 10.1244 9.0204 8.5976 8.4726 9.3061 8.8873 8.7823 8.7783 8.7833 7.7965 7.7782
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -30 8.7566 7.7132 7.4573 7.4148 7.9474 7.6629 7.5579 7.5539 7.5589 6.7803 6.7617
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -30 4.1422 3.3675 3.5746 3.7917 3.464 3.5654 3.4604 3.4564 3.4614 3.3556 3.3462
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -30 9.3372 6.5688 5.5688 5.2456 7.0896 6.1275 6.0225 6.0185 6.0235 4.2609 4.2317
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -30 10.6581 9.2559 8.6674 8.4576 9.6029 9.0372 8.9322 8.9282 8.9332 7.6598 7.6368
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -30 10.9177 8.6419 6.6211 3.9223 9.2977 7.9943 7.8893 7.8853 7.8903 0.4326 0.3734
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -30 8.6032 5.5202 4.2941 3.8319 6.112 4.9744 4.8694 4.8654 4.8704 2.7461 2.7177
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -30 9.0738 6.8638 6.054 5.7958 7.3184 6.5158 6.4108 6.4068 6.4118 4.9281 4.9031
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -30 9.777 8.3803 7.7391 7.4891 8.7387 8.135 8.03 8.026 8.031 6.6925 6.6753
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -30 3.7802 3.5495 3.9271 4.2552 3.6065 3.83 3.725 3.721 3.726 4.037 4.0297
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -30 9.689 6.7959 5.7482 5.4155 7.3268 6.3351 6.2301 6.2261 6.2311 4.3994 4.3689
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -30 7.1809 5.8358 5.3761 5.287 6.1513 5.6732 5.5682 5.5642 5.5692 4.6827 4.6688
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -30 6.6736 5.3968 5.3432 5.4404 5.5854 5.4494 5.3444 5.3404 5.3454 4.938 4.9232
