survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 25 5.5108 5.0905 5.4061 5.6853 5.1593 5.3367 5.2317 5.2277 5.2327 5.3842 5.3752
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 25 6.4194 3.8864 2.9575 2.674 4.3922 3.4679 3.3629 3.3589 3.3639 1.7393 1.7111
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 25 9.4215 8.4221 8.1918 8.2049 8.6463 8.3849 8.2799 8.2759 8.2809 7.6908 7.6797
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 25 9.2053 8.1482 8.0532 8.1103 8.3445 8.1719 8.0669 8.0629 8.0679 7.602 7.5895
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 25 7.5012 5.2169 4.3993 4.1535 5.6584 4.8744 4.7694 4.7654 4.7704 3.2816 3.2563
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 25 6.7754 5.7181 5.8827 6.1168 5.8434 5.8733 5.7683 5.7643 5.7693 5.7094 5.7029
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 25 10.6054 9.284 8.8983 8.765 9.5368 9.1845 9.0795 9.0755 9.0805 8.0092 7.9896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 25 10.0654 8.99 8.5904 8.4701 9.2657 8.8721 8.7671 8.7631 8.7681 7.7933 7.7743
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 25 8.6687 7.6923 7.4546 7.415 7.9174 7.6526 7.5476 7.5436 7.5486 6.7769 6.7578
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 25 3.9921 3.373 3.5841 3.8001 3.4599 3.5723 3.4673 3.4633 3.4683 3.358 3.3479
