survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -25 5.0648 5.3946 5.6678 5.8738 5.0693 5.3946 5.6678 5.8738
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -25 3.9638 2.9848 2.7027 2.5606 3.9285 2.9848 2.7027 2.5606
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -25 8.4333 8.1957 8.2104 8.2667 8.4219 8.1957 8.2104 8.2667
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -25 8.1519 8.0545 8.1118 8.1882 8.1433 8.0545 8.1118 8.1882
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -25 5.2802 4.4222 4.1801 4.0572 5.2494 4.4222 4.1801 4.0572
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -25 5.7047 5.8743 6.1028 6.2462 5.7033 5.8743 6.1028 6.2462
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -25 9.3034 8.911 8.7839 8.7091 9.2901 8.911 8.7839 8.7091
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -25 9.0137 8.6021 8.4878 8.4614 8.9977 8.6021 8.4878 8.4614
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -25 7.7039 7.4611 7.4254 7.4388 7.6927 7.4611 7.4254 7.4388
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -25 3.3523 3.5761 3.7878 3.888 3.3551 3.5761 3.7878 3.888
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -25 6.5841 5.5774 5.2702 5.0937 6.5485 5.5774 5.2702 5.0937
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -25 9.2535 8.6732 8.4774 8.3892 9.2322 8.6732 8.4774 8.3892
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -25 8.7882 6.6558 4.1421 2.2986 8.7387 6.6558 4.1421 2.2986
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -25 5.5492 4.3055 3.8648 3.6063 5.5079 4.3055 3.8648 3.6063
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -25 6.869 6.061 5.8172 5.6892 6.8393 6.061 5.8172 5.6892
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -25 8.3795 7.7456 7.5114 7.3909 8.3574 7.7456 7.5114 7.3909
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -25 3.5322 3.9278 4.2453 4.5005 3.5386 3.9278 4.2453 4.5005
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -25 6.8161 5.7569 5.4409 5.2469 6.7789 5.7569 5.4409 5.2469
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -25 5.8297 5.38 5.2998 5.2985 5.8111 5.38 5.2998 5.2985
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -25 5.3827 5.3463 5.4422 5.5452 5.3759 5.3463 5.4422 5.5452
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -25 8.9383 8.2175 7.9721 7.8561 8.9131 8.2175 7.9721 7.8561
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -25 5.5887 5.8305 6.0412 6.2029 5.5905 5.8305 6.0412 6.2029
