survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -15 5.0662 5.397 5.6697 5.8747 5.0709 5.397 5.6697 5.8747
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -15 3.952 2.9813 2.7016 2.5595 3.917 2.9813 2.7016 2.5595
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -15 8.4294 8.1954 8.2108 8.267 8.4183 8.1954 8.2108 8.267
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -15 8.1489 8.0548 8.1124 8.1885 8.1406 8.0548 8.1124 8.1885
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -15 5.2698 4.419 4.1792 4.0563 5.2394 4.419 4.1792 4.0563
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -15 5.7042 5.8762 6.1045 6.2463 5.7031 5.8762 6.1045 6.2463
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -15 9.2989 8.9095 8.7833 8.7085 9.2858 8.9095 8.7833 8.7085
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -15 9.0083 8.6007 8.4873 8.4613 8.9925 8.6007 8.4873 8.4613
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -15 7.7001 7.4606 7.4254 7.4388 7.6891 7.4606 7.4254 7.4388
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -15 3.3532 3.5778 3.7894 3.8879 3.3561 3.5778 3.7894 3.8879
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -15 6.5721 5.5737 5.2689 5.0924 6.5368 5.5737 5.2689 5.0924
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -15 9.2463 8.671 8.4764 8.3887 9.2254 8.671 8.4764 8.3887
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -15 8.7722 6.6439 4.1154 2.2891 8.7213 6.6439 4.1154 2.2891
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -15 5.5353 4.3007 3.8625 3.6046 5.4943 4.3007 3.8625 3.6046
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -15 6.859 6.058 5.8161 5.6883 6.8296 6.058 5.8161 5.6883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -15 8.372 7.7431 7.5102 7.3903 8.3502 7.7431 7.5102 7.3903
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -15 3.5343 3.9305 4.2475 4.5018 3.5408 3.9305 4.2475 4.5018
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -15 6.8036 5.7531 5.4395 5.2454 6.7666 5.7531 5.4395 5.2454
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -15 5.8234 5.3786 5.2996 5.2985 5.8051 5.3786 5.2996 5.2985
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -15 5.3803 5.3469 5.4432 5.5455 5.3738 5.3469 5.4432 5.5455
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -15 8.9298 8.2148 7.9709 7.8555 8.9049 8.2148 7.9709 7.8555
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -15 5.5892 5.8321 6.0428 6.2033 5.5914 5.8321 6.0428 6.2033
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -15 12.3619 12.0448 11.9872 12.0231 12.3505 12.0448 11.9872 12.0231
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -15 5.3855 5.0573 5.0027 5.0252 5.3716 5.0573 5.0027 5.0252
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -15 5.5454 5.8558 6.1397 6.3423 5.5495 5.8558 6.1397 6.3423
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -15 6.715 6.8292 6.9807 7.0588 6.714 6.8292 6.9807 7.0588
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -15 6.5381 5.2245 4.7752 4.499 6.494 5.2245 4.7752 4.499
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -15 4.1881 4.3259 4.5063 4.6739 4.1901 4.3259 4.5063 4.6739
