survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -20 5.5733 5.0832 5.3955 5.6767 5.1599 5.3287 5.2237 5.2197 5.2247 5.3811 5.3729
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -20 6.4861 3.9387 2.9724 2.6794 4.4662 3.4969 3.3919 3.3879 3.3929 1.7473 1.719
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -20 9.4854 8.4399 8.193 8.2034 8.6718 8.3937 8.2887 8.2847 8.2897 7.6899 7.6792
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -20 9.2966 8.1615 8.0514 8.1075 8.3667 8.1769 8.0719 8.0679 8.0729 7.6014 7.5896
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -20 7.553 5.2623 4.4127 4.1582 5.7228 4.8996 4.7946 4.7906 4.7956 3.2879 3.2627
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -20 6.914 5.7194 5.8745 6.1094 5.8562 5.8725 5.7675 5.7635 5.7685 5.7058 5.7003
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -20 10.7567 9.3036 8.9047 8.7675 9.5652 9.1973 9.0923 9.0883 9.0933 8.0129 7.9934
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -20 10.1133 9.0147 8.5963 8.4721 9.2985 8.8845 8.7795 8.7755 8.7805 7.7959 7.7775
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -20 8.7408 7.7092 7.4568 7.4148 7.9417 7.661 7.556 7.552 7.557 6.7797 6.761
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -20 4.1146 3.3685 3.5763 3.7933 3.4629 3.5666 3.4616 3.4576 3.4626 3.356 3.3465
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -20 9.3236 6.5567 5.5651 5.2443 7.0725 6.1209 6.0159 6.0119 6.0169 4.259 4.2298
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -20 10.6473 9.2484 8.6653 8.4567 9.593 9.0334 8.9284 8.9244 8.9294 7.6587 7.6356
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -20 10.865 8.6291 6.6022 3.9051 9.2903 7.9805 7.8755 7.8715 7.8765 0.427 0.3681
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -20 8.5866 5.5064 4.2894 3.8297 6.0931 4.9659 4.8609 4.8569 4.8619 2.7443 2.7158
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -20 9.062 6.8536 6.0511 5.7948 7.304 6.5106 6.4056 6.4016 6.4066 4.9267 4.9016
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -20 9.7622 8.3725 7.7366 7.488 8.7288 8.1308 8.0258 8.0218 8.0268 6.6919 6.6747
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -20 3.7744 3.5517 3.9297 4.2575 3.6072 3.8321 3.7271 3.7231 3.7281 4.0377 4.0303
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -20 9.6747 6.7835 5.7444 5.4141 7.3094 6.3281 6.2231 6.2191 6.2241 4.3974 4.3669
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -20 7.171 5.8291 5.3749 5.2868 6.1422 5.6702 5.5652 5.5612 5.5662 4.6826 4.6686
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -20 6.6495 5.3942 5.3438 5.4414 5.5803 5.4482 5.3432 5.3392 5.3442 4.9377 4.9229
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -20 10.5268 8.9261 8.2089 7.9485 9.3104 8.6493 8.5443 8.5403 8.5453 7.1295 7.1079
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -20 6.6032 5.6077 5.8303 6.0469 5.7153 5.8182 5.7132 5.7092 5.7142 5.6506 5.6382
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -20 13.295 12.369 12.0423 11.9749 12.6062 12.294 12.189 12.185 12.19 11.2379 11.1968
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -20 6.4908 5.3938 5.0536 4.9915 5.6571 5.3007 5.1957 5.1917 5.1967 4.4185 4.4045
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -20 6.1867 5.5616 5.8561 6.1474 5.6452 5.799 5.694 5.69 5.695 5.8869 5.8835
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -20 7.8667 6.7296 6.8264 6.9808 6.8669 6.8666 6.7616 6.7576 6.7626 6.4585 6.4467
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -20 9.7905 6.5028 5.2119 4.7428 7.1349 5.9131 5.8081 5.8041 5.8091 3.5718 3.5383
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -20 4.2207 4.2019 4.3255 4.507 4.2926 4.3624 4.2574 4.2534 4.2584 4.1582 4.1454
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -20 5.7232 4.5261 4.1517 4.0569 4.8073 4.4121 4.3071 4.3031 4.3081 3.392 3.3726
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -20 4.6379 3.7455 4.0104 4.2734 3.8473 3.9632 3.8582 3.8542 3.8592 3.9556 3.9497
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -20 11.5208 10.5977 10.2639 10.15 10.8399 10.521 10.416 10.412 10.417 9.5741 9.5678
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -20 11.347 10.4217 10.0789 10.0003 10.6708 10.3335 10.2285 10.2245 10.2295 9.5318 9.5339
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -20 9.3031 7.6178 6.9657 6.7845 7.9864 7.3719 7.2669 7.2629 7.2679 6.0615 6.0414
