survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -5 5.0738 5.4312 5.7282 5.0685 5.4351 5.7288
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -5 3.8331 2.9137 2.6508 3.862 2.9091 2.6504
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -5 8.3845 8.1844 8.2176 8.3922 8.1845 8.2177
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -5 8.1129 8.0526 8.1277 8.1179 8.0534 8.1279
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -5 5.1658 4.3603 4.1317 5.1906 4.3563 4.1313
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -5 5.6917 5.9015 6.1541 5.69 5.9049 6.1546
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -5 9.2496 8.8748 8.7541 9.2598 8.8727 8.7539
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -5 8.9501 8.5685 8.4661 8.9623 8.5666 8.4659
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -5 7.6561 7.4427 7.4196 7.664 7.442 7.4196
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -5 3.3553 3.6016 3.8272 3.3519 3.6044 3.8276
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -5 6.4521 5.5031 5.2062 6.4807 5.4982 5.2057
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -5 9.172 8.6235 8.4377 9.1887 8.6204 8.4374
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -5 8.5838 6.1469 3.5748 8.6143 6.118 3.5712
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -5 5.3966 4.2049 3.7734 5.4292 4.1981 3.7727
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -5 6.7587 6.0 5.7671 6.7829 5.996 5.7667
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -5 8.2951 7.6884 7.4624 8.3128 7.6847 7.4621
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -5 3.5481 3.9716 4.3175 3.5412 3.976 4.3182
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -5 6.6774 5.6806 5.3725 6.7068 5.6756 5.372
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -5 5.7572 5.3505 5.2873 5.7713 5.349 5.2873
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -5 5.3491 5.3497 5.4691 5.3521 5.3511 5.4694
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -5 8.843 8.158 7.923 8.8627 8.1541 7.9227
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -5 5.5873 5.8545 6.0911 5.5835 5.8576 6.0915
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -5 12.3169 12.0227 11.9793 12.3255 12.0216 11.9793
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -5 5.3323 5.034 4.9964 5.3426 5.0329 4.9964
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -5 5.5512 5.8917 6.1994 5.5461 5.8954 6.2
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -5 6.7026 6.8427 7.0122 6.7017 6.8449 7.0125
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -5 6.39 5.1262 4.6833 6.4252 5.1192 4.6826
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -5 4.187 4.3453 4.5437 4.1849 4.3476 4.5441
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -5 4.4605 4.1285 4.0549 4.4722 4.127 4.0548
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -5 3.7287 4.0427 4.324 3.7241 4.0464 4.3246
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -5 10.5434 10.2384 10.1458 10.5525 10.2367 10.1457
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -5 10.3659 10.0565 10.0029 10.3755 10.0552 10.0028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -5 7.536 6.9249 6.7723 7.5543 6.922 6.7721
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -5 6.4054 5.4239 5.121 6.435 5.419 5.1205
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -5 3.6416 4.0186 4.3307 3.6357 4.0223 4.3314
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -5 8.9888 9.1764 9.384 8.9871 9.1792 9.3844
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -5 10.0933 9.5961 9.4407 10.1095 9.5934 9.4405
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -5 11.3173 9.8497 8.5833 11.353 9.8363 8.5816
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -5 9.9052 9.6411 9.5668 9.9128 9.6396 9.5668
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -5 9.2113 8.7991 8.6814 9.2237 8.7971 8.6813
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -5 2.7644 1.5961 1.2033 2.7977 1.5899 1.2026
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -5 9.6003 9.482 9.5183 9.6059 9.4821 9.5185
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -5 6.6185 5.3098 4.7426 6.6544 5.3018 4.7418
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -5 6.0176 5.291 5.0726 6.0407 5.2873 5.0723
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -5 8.3541 8.0125 7.9885 8.3663 8.0116 7.9885
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -5 10.2717 10.4175 10.5501 10.2712 10.4193 10.5504
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -5 4.4272 4.0613 3.9873 4.439 4.0597 3.9872
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -5 4.8731 4.2715 4.1027 4.8923 4.2684 4.1024
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -5 10.8443 10.5563 10.4896 10.8529 10.5549 10.4896
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -5 5.1855 4.5039 4.3247 5.2073 4.5007 4.3245
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -5 5.769 4.705 4.3217 5.7939 4.6994 4.3211
