survey version standard standard_catagory shift ZTFS-g ZTFS-r ZTFS-i 
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 15 5.077 5.436 5.732
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 15 3.81 2.909 2.648
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 15 8.379 8.184 8.218
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 15 8.109 8.054 8.129
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 15 5.147 4.356 4.129
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 15 5.692 5.905 6.157
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 15 9.242 8.872 8.753
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 15 8.941 8.566 8.465
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 15 7.65 7.442 7.42
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 15 3.358 3.605 3.829
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 15 6.429 5.497 5.203
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 15 9.16 8.62 8.436
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 15 8.558 6.124 3.545
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 15 5.37 4.197 3.769
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 15 6.74 5.995 5.765
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 15 8.282 7.684 7.46
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 15 3.553 3.977 4.322
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 15 6.654 5.675 5.369
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 15 5.747 5.349 5.287
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 15 5.346 5.351 5.471
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 15 8.828 8.154 7.921
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 15 5.589 5.858 6.094
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 15 12.31 12.021 11.98
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 15 5.325 5.033 4.997
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 15 5.554 5.896 6.203
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 15 6.702 6.845 7.014
