survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 -40 5.065 5.427 5.723
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 -40 3.901 2.918 2.655
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 -40 8.404 8.185 8.216
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 -40 8.128 8.052 8.126
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 -40 5.224 4.365 4.135
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 -40 5.694 5.898 6.149
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 -40 9.274 8.877 8.756
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 -40 8.978 8.571 8.467
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 -40 7.676 7.443 7.419
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 -40 3.349 3.598 3.824
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 -40 6.52 5.508 5.211
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -40 9.21 8.627 8.44
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -40 8.676 6.154 3.621
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -40 5.476 4.212 3.78
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -40 6.815 6.004 5.771
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -40 8.336 7.692 7.466
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -40 3.535 3.967 4.311
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -40 6.749 5.686 5.378
