survey version standard standard_catagory shift SNLS-g SNLS-r SNLS-i SNLS-z 
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 20 5.0999 5.4078 5.6854 5.8573
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 20 3.7296 2.9304 2.6656 2.5477
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 20 8.3635 8.1783 8.201 8.2502
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 20 8.1031 8.0438 8.107 8.1724
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 20 5.0785 4.3724 4.1455 4.0432
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 20 5.7047 5.8815 6.1161 6.2305
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 20 9.217 8.8795 8.7587 8.6938
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 20 8.9139 8.5718 8.4641 8.4463
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 20 7.6351 7.4403 7.4102 7.4236
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 20 3.3737 3.582 3.7986 3.8706
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 20 6.3459 5.5201 5.2286 5.0808
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 20 9.1188 8.6336 8.4454 8.3749
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 20 8.4685 6.4361 3.8125 2.342
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 20 5.264 4.2353 3.8087 3.5945
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 20 6.6763 6.0125 5.7816 5.675
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 20 8.2375 7.7018 7.475 7.376
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 20 3.5793 3.9448 4.2683 4.4836
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 20 6.5645 5.698 5.3978 5.2341
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 20 5.715 5.351 5.2807 5.2826
SNLS SNLS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 20 5.3451 5.3386 5.4431 5.5297
