survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 10 5.071 5.439 5.731
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 10 3.845 2.905 2.648
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 10 8.387 8.184 8.218
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 10 8.114 8.054 8.129
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 10 5.176 4.353 4.13
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 10 5.69 5.908 6.157
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 10 9.254 8.871 8.753
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 10 8.956 8.565 8.465
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 10 7.659 7.442 7.42
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 10 3.353 3.607 3.829
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 10 6.463 5.494 5.203
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 10 9.18 8.618 8.436
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 10 8.595 6.101 3.549
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 10 5.409 4.192 3.769
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 10 6.769 5.993 5.765
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 10 8.303 7.682 7.461
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 10 3.545 3.98 4.321
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 10 6.688 5.671 5.369
