survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078316_v2.fits stis_ngsl_v2 40 5.0827 5.4417 5.7358 5.0772 5.4456 5.7364
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063700_v2.fits stis_ngsl_v2 40 3.7833 2.9018 2.6444 3.8107 2.8974 2.6441
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167278_v2.fits stis_ngsl_v2 40 8.3718 8.1841 8.2195 8.379 8.1842 8.2196
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172506_v2.fits stis_ngsl_v2 40 8.1041 8.0546 8.1304 8.1088 8.0554 8.1306
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd008491_v2.fits stis_ngsl_v2 40 5.1232 4.3496 4.1263 5.1465 4.3458 4.126
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028978_v2.fits stis_ngsl_v2 40 5.694 5.91 6.1604 5.692 5.9133 6.1609
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd046703_v2.fits stis_ngsl_v2 40 9.2327 8.8694 8.7513 9.2427 8.8674 8.7511
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd064412_v2.fits stis_ngsl_v2 40 8.9311 8.5636 8.4646 8.9431 8.5618 8.4645
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd221377_v2.fits stis_ngsl_v2 40 7.6431 7.441 7.42 7.6506 7.4403 7.42
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd087737_v2.fits stis_ngsl_v2 40 3.361 3.6094 3.8315 3.3575 3.6122 3.832
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 40 6.4015 5.49 5.1987 6.4283 5.4853 5.1983
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 40 9.1456 8.6153 8.4341 9.1619 8.6123 8.4338
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 40 8.539 6.092 3.5078 8.5734 6.0642 3.5044
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 40 5.3384 4.1871 3.7633 5.3693 4.1805 3.7626
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 40 6.7175 5.9894 5.7615 6.7401 5.9856 5.7611
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 40 8.267 7.6787 7.4579 8.2843 7.6751 7.4575
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 40 3.5596 3.9834 4.3267 3.5525 3.9878 4.3274
